Marca temporal,Sexo,Fecha de nacimiento,Universidad,Area de estudio,¿Cón quien vive?,¿Cuál es el genero de musica que escuchas?,¿Cuál fue el motivo por el que empezó a escuchar ese genero? ,Escucha música cuando va en un medio de transporte?,Donde prefiere escuchar música?,¿Cuánto tiempo en horas dedicas para escuchar tu musica?,"Cuando escuchas una canción, consideras que  ver su videoclip influye en tu opinion sobre ella?",¿Para tí es mas importante el contenido de la canción o el ritmo?,¿Cuando escucha música?,¿La música que escuchas influye en tu forma de hablar?,Su relación con amigos depende de la clase música que ellos escuchan?,Eliges un lugar para reunirte con amigos por la clase de música que colocan en este?,,,
11/9/2018 0:14:50,Mujer,13/6/1996,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Reggaton, Cumbia, Clasica, Bachata, Folklorica, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
11/9/2018 0:15:32,Mujer,12/7/1998,Universidad Mayor de San Simón,Medicina,Padres,"Cumbia, Baladas, Bachata, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,cuando esta triste/deprimido,Si,Sí,Aveces,,,
11/9/2018 0:16:12,Mujer,15/11/1995,Católica,Tecnológia,Padres,otro,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,Si,Sí,Aveces,,,
11/9/2018 0:17:00,Hombre,14/12/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Clasica, Bachata, Folklorica",Amistades,A veces,YouTube,2,Si,Contenido,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:17:57,Prefiero no decirlo,3/12/1999,Univalle,Tecnológia,Padres,"Reggaton, Cumbia, Baladas, Reggae, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
11/9/2018 0:18:49,Hombre,9/11/1997,Universidad Mayor de San Simón,Biologías,Padres,"Pop, Reggaton, Cumbia, Baladas, Indie, Reggae, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ambos,En cualquier momento,Si,Sí,Si,,,
11/9/2018 0:19:31,Mujer,12/7/1997,Universidad Mayor de San Simón,Tecnológia,Solo,"Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,cuando esta alegre,Si,Sí,Aveces,,,
11/9/2018 0:20:05,Mujer,12/9/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
11/9/2018 0:20:46,Mujer,23/9/1996,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Indie, Clasica, Trap, Kpop, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta alegre,Si,Sí,Aveces,,,
11/9/2018 0:22:46,Hombre,12/9/1996,Universidad Mayor de San Simón,Economía/Administrativas,Solo,"Reggaton, Cumbia, Baladas, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ritmo,En cualquier momento,No,A veces,Aveces,,,
11/9/2018 0:23:23,Mujer,23/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,Baladas,Familiares,A veces,Deezer,2,No,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
11/9/2018 0:24:47,Hombre,12/9/1997,Universidad Mayor de San Simón,Economía/Administrativas,Solo,"Pop, Kpop, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,cuando no tiene nada mas que hacer,Si,A veces,Aveces,,,
11/9/2018 0:26:01,Mujer,23/9/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, otro",Curiosidad,A veces,Deezer,1,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:27:17,Hombre,12/6/1996,Universidad Mayor de San Simón,Medicina,Padres,"Rock/Punk/Metal, Indie",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,Si,A veces,Aveces,,,
11/9/2018 0:28:40,Hombre,13/8/1995,Universidad Mayor de San Simón,Humanidades,Padres,otro,Amistades,A veces,Spotify,1,No,Ambos,cuando esta solo,No,A veces,Aveces,,,
11/9/2018 0:29:28,Mujer,6/3/1998,Universidad Mayor de San Simón,Ciencias de la producción,Padres,Rock/Punk/Metal,Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,Si,Sí,Aveces,,,
11/9/2018 0:30:06,Hombre,14/8/1997,Universidad Mayor de San Simón,Humanidades,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae, Bachata",Amistades,A veces,YouTube,3,No,Ambos,En cualquier momento,Si,Sí,Si,,,
11/9/2018 0:30:56,Mujer,18/2/1995,Universidad Mayor de San Simón,Medicina,Madre,"Baladas, Electronica, Kpop, Bachata, Folklorica, Católica/Cristania, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta alegre,Si,Sí,Aveces,,,
11/9/2018 0:31:29,Hombre,13/6/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Indie, Reggae, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:32:20,Hombre,16/11/0009,Universidad Mayor de San Simón,Medicina,Padres,otro,Curiosidad,A veces,SoundCloud,1,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
11/9/2018 0:33:42,Mujer,7/9/1995,Católica,Humanidades,Padres,"Rock/Punk/Metal, Reggaton, Reggae",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:34:23,Mujer,4/5/1996,Universidad Mayor de San Simón,Tecnológia,Padres,Rock/Punk/Metal,Amistades,Nunca,Spotify,1,No,Ritmo,cuando esta triste/deprimido,Si,Sí,Aveces,,,
11/9/2018 0:35:00,Mujer,15/9/1995,Universidad Mayor de San Simón,Humanidades,Padre,Rock/Punk/Metal,Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta solo,No,No,Aveces,,,
11/9/2018 0:35:31,Mujer,15/8/1997,Universidad Mayor de San Simón,Tecnológia,Padres,Rock/Punk/Metal,Familiares,Simpre,Spotify,1,Si,Contenido,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:38:27,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,Pop,Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando no tiene nada mas que hacer,Si,No,No,,,
11/9/2018 0:39:08,Hombre,13/8/1997,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Reggae",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,En cualquier momento,Si,Sí,Si,,,
11/9/2018 0:39:48,Mujer,23/5/0195,Universidad Mayor de San Simón,Humanidades,Padres,"Baladas, Indie, Reggae, Electronica, Clasica",Amistades,Simpre,Spotify,1,Si,Contenido,cuando esta alegre,Si,A veces,Aveces,,,
11/9/2018 0:40:13,Mujer,9/3/1994,Univalle,Medicina,Padres,"Pop, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,En cualquier momento,No,A veces,Aveces,,,
11/9/2018 0:40:22,Mujer,12/6/1994,Escuela militar de Ingenieria,Tecnológia,Padres,"Baladas, otro",Amistades,Simpre,Radio,5,Si,Contenido,cuando esta solo,Si,No,Aveces,,,
11/9/2018 0:41:03,Mujer,13/9/1997,Universidad Mayor de San Simón,Humanidades,Padres,Pop,Amistades,Nunca,Deezer,1,No,Ambos,En cualquier momento,Si,Sí,Si,,,
11/9/2018 0:41:39,Mujer,12/8/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Baladas, Trap",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:42:21,Mujer,19/8/1995,Universidad Mayor de San Simón,Humanidades,Padres,"Reggaton, Cumbia, Electronica, Clasica, Trap, Bachata, Folklorica, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,No,Contenido,cuando esta alegre,Si,No,Aveces,,,
11/9/2018 0:42:54,Mujer,13/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,Pop,Curiosidad,Nunca,Radio,1,No,Ritmo,cuando no tiene nada mas que hacer,No,A veces,Aveces,,,
11/9/2018 0:43:32,Mujer,13/9/1997,Escuela militar de Ingenieria,Tecnológia,Solo,"Rock/Punk/Metal, Folklorica, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
11/9/2018 0:44:16,Mujer,12/9/1997,Universidad Mayor de San Simón,Ciencias de la tierra,Padre,"Pop, Reggaton, Clasica, Kpop, Bachata, Folklorica",Amistades,Simpre,Spotify,1,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:45:35,Hombre,12/9/1994,Universidad Mayor de San Simón,Humanidades,Padres,Pop,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
11/9/2018 0:46:13,Mujer,4/9/1997,Universidad Mayor de San Simón,Economía/Administrativas,Padres,"Clasica, Kpop, Folklorica, Católica/Cristania",Familiares,Simpre,YouTube,1,Si,Contenido,cuando esta alegre,Si,A veces,Aveces,,,
11/9/2018 0:46:48,Hombre,13/8/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Electronica, Clasica, Trap",Curiosidad,Simpre,YouTube,1,Si,Ambos,cuando esta solo,Si,No,Aveces,,,
11/9/2018 0:47:24,Mujer,17/8/1993,Universidad Mayor de San Simón,Humanidades,Padres,"Reggaton, Cumbia",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,En cualquier momento,No,Sí,Si,,,
11/9/2018 0:54:26,Mujer,4/11/1997,Universidad Mayor de San Simón,Medicina,Padres,"Reggae, Electronica",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,Si,,,
11/9/2018 0:55:37,Mujer,14/8/1994,Universidad Mayor de San Simón,Tecnológia,Madre,"Pop, Reggaton, Cumbia, Baladas",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta triste/deprimido,Si,A veces,Aveces,,,
11/9/2018 1:00:54,Hombre,5/12/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Indie, Reggae, Electronica",Familiares,A veces,YouTube,2,Si,Ritmo,cuando esta triste/deprimido,Si,No,Si,,,
11/9/2018 1:02:43,Mujer,12/9/1996,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Baladas, Electronica, Clasica, Trap, Kpop",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,cuando esta solo,No,A veces,No,,,
11/9/2018 1:03:21,Prefiero no decirlo,4/9/1994,Universidad Mayor de San Simón,Tecnológia,Padres,otro,Amistades,Simpre,Spotify,1,No,Ambos,cuando no tiene nada mas que hacer,No,Sí,No,,,
11/9/2018 1:04:09,Mujer,12/8/1997,Universidad Mayor de San Simón,Medicina,Otro,otro,Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,No,A veces,Aveces,,,
11/9/2018 1:04:47,Mujer,12/8/1997,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, Baladas, Indie, Electronica, Bachata, Católica/Cristania",Amistades,Simpre,YouTube,2,Si,Contenido,cuando esta triste/deprimido,Si,A veces,Aveces,,,
11/9/2018 1:07:20,Mujer,4/12/1997,Universidad Mayor de San Simón,Sociales,Padres,"Baladas, Clasica, Bachata",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,En cualquier momento,Si,A veces,Aveces,,,
11/9/2018 1:07:53,Hombre,12/9/1886,Universidad Mayor de San Simón,Tecnológia,Padres,Pop,Curiosidad,A veces,Radio,1,No,Ambos,cuando esta alegre,No,A veces,No,,,
11/9/2018 1:08:27,Prefiero no decirlo,12/6/1997,Universidad Mayor de San Simón,Humanidades,Madre,Pop,Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,En cualquier momento,No,A veces,No,,,
11/9/2018 1:12:23,Mujer,12/9/1997,Universidad Mayor de San Simón,Tecnológia,Padres,Pop,Amistades,Simpre,Spotify,1,Si,Ritmo,En cualquier momento,No,Sí,No,,,
11/9/2018 1:13:18,Hombre,13/9/1997,Universidad Mayor de San Simón,Economía/Administrativas,Otro,"Pop, Electronica, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
11/9/2018 1:14:05,Hombre,12/9/1997,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Electronica, Bachata",Medios de Comunicacion,A veces,YouTube,1,Si,Ambos,En cualquier momento,No,No,Aveces,,,
11/9/2018 1:16:11,Mujer,12/9/1886,Universidad Mayor de San Simón,Humanidades,Padres,"Indie, Electronica",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,cuando esta alegre,Si,A veces,Aveces,,,
11/9/2018 1:17:00,Hombre,12/6/1996,Universidad Mayor de San Simón,Tecnológia,Padres,"Reggaton, Cumbia, Trap",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 1:17:42,Prefiero no decirlo,12/9/1997,Universidad Mayor de San Simón,Tecnológia,Madre,"Pop, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta triste/deprimido,No,A veces,Aveces,,,
11/9/2018 1:18:21,Mujer,12/9/1997,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Pop, Electronica, Clasica, Trap, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,cuando esta solo,Si,No,Aveces,,,
11/9/2018 1:19:08,Mujer,12/9/1995,Escuela militar de Ingenieria,Tecnológia,Padres,"Rock/Punk/Metal, Kpop, Folklorica",Amistades,A veces,Radio,1,Si,Contenido,cuando esta solo,Si,Sí,Si,,,
11/9/2018 1:19:50,Prefiero no decirlo,8/12/1996,Universidad Mayor de San Simón,Tecnológia,Padres,"Indie, Reggae, Electronica, Clasica, Trap, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,cuando esta alegre,Si,Sí,No,,,
11/9/2018 1:20:33,Hombre,2/1/1994,Universidad Mayor de San Simón,Humanidades,Solo,"Rock/Punk/Metal, Folklorica",Familiares,A veces,Spotify,1,Si,Ambos,cuando no tiene nada mas que hacer,Si,A veces,Aveces,,,
11/9/2018 1:24:03,Hombre,9/12/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 1:26:58,Mujer,13/9/1998,Universidad Mayor de San Simón,Medicina,Padres,"Cumbia, Reggae, Electronica, Folklorica, otro",Curiosidad,A veces,Spotify,1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 1:27:42,Hombre,12/9/1998,Católica,Humanidades,Padres,"Pop, Folklorica, Católica/Cristania, otro",Familiares,Simpre,Spotify,1,Si,Contenido,cuando esta triste/deprimido,No,A veces,No,,,
11/9/2018 1:28:32,Mujer,13/9/1998,Universidad Mayor de San Simón,Tecnológia,Madre,"Pop, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
11/9/2018 1:29:33,Hombre,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Solo,"Reggaton, Cumbia, Bachata",Amistades,A veces,Paginas de internet gratis,1,No,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
11/9/2018 1:30:04,Mujer,13/9/1998,Universidad Mayor de San Simón,Humanidades,Solo,"Rock/Punk/Metal, otro",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,En cualquier momento,No,No,Aveces,,,
11/9/2018 1:31:02,Mujer,12/9/1996,Escuela militar de Ingenieria,Tecnológia,Padres,"Kpop, Folklorica",Curiosidad,A veces,SoundCloud,1,No,Contenido,cuando esta alegre,Si,No,Aveces,,,
11/9/2018 1:31:42,Mujer,3/5/1995,Escuela militar de Ingenieria,Tecnológia,Padres,"Baladas, Bachata, Folklorica, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando no tiene nada mas que hacer,No,No,Aveces,,,
11/9/2018 1:32:25,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Otro,"Baladas, Electronica, Clasica, Trap, Kpop, Bachata",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,cuando esta triste/deprimido,No,A veces,Aveces,,,
11/9/2018 1:33:04,Mujer,12/9/1997,Escuela militar de Ingenieria,Tecnológia,Padres,"Baladas, Reggae, Electronica, Clasica",Amistades,Nunca,Deezer,1,No,Contenido,En cualquier momento,No,No,Aveces,,,
11/9/2018 1:43:08,Mujer,13/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,Pop,Amistades,Simpre,YouTube,1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 1:44:16,Mujer,12/9/1998,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Kpop, Bachata, Folklorica, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,En cualquier momento,No,Sí,Aveces,,,
11/9/2018 1:44:46,Mujer,12/9/1998,Católica,Economía/Administrativas,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie",Amistades,A veces,Radio,1,No,Ambos,cuando esta alegre,Si,No,No,,,
11/9/2018 1:45:25,Hombre,12/9/1998,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Electronica, Clasica, Bachata, Folklorica, Católica/Cristania, otro",Amistades,Simpre,Paginas de internet gratis,1,Si,Ambos,En cualquier momento,Si,Sí,Si,,,
11/9/2018 1:45:52,Mujer,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Rock/Punk/Metal, otro",Amistades,Simpre,Spotify,1,Si,Contenido,cuando esta triste/deprimido,Si,No,Si,,,
11/9/2018 1:47:04,Hombre,3/12/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Reggae, Electronica, Clasica, Trap",Amistades,Simpre,Spotify,1,No,Ritmo,cuando no tiene nada mas que hacer,No,Sí,Si,,,
11/9/2018 1:47:42,Mujer,12/9/1998,Universidad Mayor de San Simón,Medicina,Madre,Rock/Punk/Metal,Amistades,A veces,Deezer,1,Si,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
11/9/2018 1:48:09,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas",Medios de Comunicacion,A veces,SoundCloud,1,No,Ambos,cuando esta alegre,Si,Sí,No,,,
11/9/2018 1:48:45,Mujer,29/1/1998,Católica,Humanidades,Solo,"Clasica, Bachata, Folklorica, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,Sí,No,,,
11/9/2018 1:49:16,Mujer,2/9/1996,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Católica/Cristania, otro",Amistades,Simpre,YouTube,3,Si,Contenido,cuando esta alegre,Si,Sí,No,,,
11/9/2018 1:50:27,Mujer,3/12/1995,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, otro",Amistades,Nunca,Spotify,1,Si,Ambos,cuando no tiene nada mas que hacer,No,No,No,,,
11/9/2018 1:51:00,Mujer,12/9/1998,Escuela militar de Ingenieria,Humanidades,Padres,"Pop, Bachata, Folklorica, Católica/Cristania, otro",Curiosidad,A veces,YouTube,1,No,Ambos,cuando esta solo,No,A veces,Aveces,,,
11/9/2018 1:51:33,Hombre,12/9/1998,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Indie, Kpop",Amistades,Nunca,Paginas de internet gratis,4,No,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 1:52:03,Hombre,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,En cualquier momento,No,A veces,Aveces,,,
11/9/2018 1:52:31,Hombre,12/9/1998,Escuela militar de Ingenieria,Tecnológia,Padres,Pop,Medios de Comunicacion,Nunca,Deezer,4,No,Ritmo,cuando esta solo,No,A veces,Aveces,,,
11/9/2018 1:58:06,Mujer,11/2/1190,Universidad Mayor de San Simón,Tecnológia,Padres,"Rock/Punk/Metal, otro",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,En cualquier momento,Si,A veces,Aveces,,,
11/9/2018 1:58:36,Hombre,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Baladas, Indie, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 1:59:12,Hombre,12/9/1997,Universidad Mayor de San Simón,Humanidades,Padre,Rock/Punk/Metal,Amistades,A veces,Spotify,3,No,Ambos,cuando esta solo,No,Sí,Aveces,,,
11/9/2018 1:59:40,Mujer,12/9/1998,Escuela militar de Ingenieria,Tecnológia,Solo,"Reggaton, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando no tiene nada mas que hacer,No,Sí,Si,,,
11/9/2018 2:00:10,Hombre,15/9/1998,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando no tiene nada mas que hacer,No,Sí,No,,,
11/9/2018 7:25:23,Mujer,13/6/1995,Universidad Mayor de San Simón,Medicina,Padres,"Baladas, Bachata, Folklorica",Amistades,A veces,Spotify,2,Si,Ritmo,cuando esta solo,Si,Sí,Aveces,,,
11/9/2018 7:27:53,Hombre,13/8/1994,Católica,Tecnológia,Solo,"Reggaton, Cumbia, Reggae, Trap",Amistades,A veces,YouTube,2,No,Ritmo,cuando esta alegre,Si,No,No,,,
11/9/2018 7:28:48,Mujer,14/6/1996,Univalle,Medicina,Padres,Rock/Punk/Metal,Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Aveces,,,
11/9/2018 7:29:36,Hombre,15/7/1995,Universidad Mayor de San Simón,Ciencias de la producción,Padres,"Cumbia, Reggae, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta alegre,Si,Sí,Aveces,,,
11/9/2018 7:30:25,Hombre,14/6/1996,Católica,Humanidades,Padres,"Pop, Electronica, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,En cualquier momento,Si,Sí,Aveces,,,
11/9/2018 7:32:27,Prefiero no decirlo,23/8/1997,Católica,Tecnológia,Padres,"Pop, Reggae, Electronica, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
11/9/2018 7:33:12,Hombre,14/9/1996,UPB,Tecnológia,Padres,"Pop, Reggae, otro",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Contenido,En cualquier momento,Si,Sí,No,,,
11/9/2018 7:33:50,Mujer,23/8/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Electronica, Kpop, Folklorica, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,En cualquier momento,No,Sí,Si,,,
