Marca temporal,Sexo,Fecha de nacimiento,Universidad,Area de estudio,¿Cón quien vive?,¿Cuál es el genero de musica que escuchas?,¿Cuál fue el motivo por el que empezó a escuchar ese genero? ,Escucha música cuando va en un medio de transporte?,Donde prefiere escuchar música?,¿Cuánto tiempo en horas dedicas para escuchar tu musica?,"Cuando escuchas una canción, consideras que  ver su videoclip influye en tu opinion sobre ella?",¿Para tí es mas importante el contenido de la canción o el ritmo?,¿Cuando escucha música?,¿La música que escuchas influye en tu forma de hablar?,Su relación con amigos depende de la clase música que ellos escuchan?,Eliges un lugar para reunirte con amigos por la clase de música que colocan en este?,,,
16/10/2018 5:04:25,Hombre,11/10/1994,Simón I. Patiño,Tecnológia,Solo,"Cumbia, Reggae, Clasica, Trap",Familiares,A veces,Deezer,4,No,Contenido,cuando esta solo,No,No,No,,,
27/11/2018 7:28:38,Hombre,4/2/1998,Unifranz,Quimicas,Padre,Rock/Punk/Metal,Medios de Comunicacion,Simpre,SoundCloud,3,No,Ritmo,cuando esta solo,No,No,Aveces,,,
27/11/2018 7:30:23,Hombre,25/7/1998,Universidad Mayor de San Simón,Ciencias de la tierra,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 7:30:37,Hombre,25/7/1998,Universidad Mayor de San Simón,Medicina,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:06:03,Hombre,25/7/1998,Universidad Mayor de San Simón,Ciencias de la producción,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:06:29,Hombre,25/7/1998,Universidad Mayor de San Simón,Educacion,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:06:43,Hombre,25/7/1998,Universidad Mayor de San Simón,Tecnológia,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:06:55,Hombre,25/7/1998,Universidad Mayor de San Simón,otro,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:07:56,Hombre,25/7/1998,Universidad Mayor de San Simón,Ciencias de la producción,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:08:32,Hombre,25/7/1998,UPB,Ciencias de la producción,Madre,"Reggaton, Cumbia",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:08:36,Hombre,13/9/1996,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Baladas, Indie, Reggae, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:10:40,Mujer,9/12/1994,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Bachata, Católica/Cristania, otro",Amistades,Simpre,Radio,3,Si,Ritmo,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:11:37,Hombre,5/9/1997,Univalle,Medicina,Padres,"Pop, Rock/Punk/Metal, Indie, Bachata, otro",Amistades,A veces,Spotify,2,Si,Ritmo,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:13:39,Mujer,12/4/1996,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Baladas, Electronica, otro",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:14:46,Hombre,25/2/1995,Universidad Mayor de San Simón,Tecnológia,Madre,Cumbia,Amistades,A veces,Deezer,3,No,Ambos,cuando esta triste/deprimido,No,Sí,Si,,,
27/11/2018 8:15:49,Mujer,1/2/1995,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Reggae, Kpop, Católica/Cristania, otro",Amistades,Simpre,Spotify,3,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:16:05,Hombre,25/7/1998,Universidad Mayor de San Simón,Humanidades,Madre,Cumbia,Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:17:09,Mujer,9/4/1996,Univalle,Medicina,Padres,"Pop, Electronica, Bachata, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:18:03,Mujer,13/9/1998,Escuela militar de Ingenieria,Tecnológia,Padres,Pop,Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:19:03,Mujer,13/8/1995,Católica,Tecnológia,Padres,"Pop, Electronica, Folklorica",Amistades,Simpre,Radio,3,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:20:38,Prefiero no decirlo,5/4/1998,Católica,Tecnológia,Padres,"Pop, Baladas, Indie, Reggae, Trap, Bachata, Folklorica, Católica/Cristania, otro",Amistades,Simpre,Spotify,2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:21:32,Mujer,14/8/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Reggaton, Cumbia, Baladas, Clasica",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:22:25,Mujer,23/9/1995,Simón I. Patiño,Tecnológia,Padres,"Pop, Cumbia, Baladas, Indie, Católica/Cristania, otro",Amistades,Simpre,Deezer,2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:24:14,Prefiero no decirlo,12/5/1994,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Pop, Baladas, Indie, Reggae, Electronica, Clasica, Trap",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:25:39,Hombre,12/9/1995,Universidad Mayor de San Simón,Tecnológia,Padres,Pop,Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ritmo,cuando esta solo,Si,Sí,Si,,,
27/11/2018 8:32:40,Hombre,13/9/1994,Católica,Humanidades,Padres,Pop,Amistades,Simpre,Spotify,2,Si,Contenido,cuando esta triste/deprimido,Si,No,Aveces,,,
27/11/2018 8:33:28,Hombre,13/9/1994,Escuela militar de Ingenieria,Medicina,Padres,Pop,Amistades,Simpre,Spotify,2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:34:08,Hombre,13/9/1995,Univalle,Tecnológia,Madre,Pop,Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:37:11,Prefiero no decirlo,13/9/1995,Univalle,Medicina,Padres,"Pop, Bachata, Folklorica, Católica/Cristania",Amistades,Simpre,Radio,2,Si,Contenido,cuando esta alegre,No,No,Si,,,
27/11/2018 8:37:50,Mujer,13/9/1995,Universidad Mayor de San Simón,Economía/Administrativas,Padres,Pop,Amistades,Simpre,Radio,2,Si,Contenido,cuando esta alegre,Si,No,No,,,
27/11/2018 8:38:38,Mujer,23/9/1999,Univalle,Medicina,Padres,"Rock/Punk/Metal, Baladas, Indie, Reggae, Electronica, Bachata, Folklorica",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
27/11/2018 8:39:26,Mujer,12/9/1995,Universidad Mayor de San Simón,Medicina,Padres,"Rock/Punk/Metal, otro",Medios de Comunicacion,Nunca,Deezer,1,No,Ritmo,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
27/11/2018 8:39:59,Prefiero no decirlo,23/8/1998,Univalle,Ciencias de la tierra,Padres,"Indie, Reggae, Electronica, Clasica",Amistades,Simpre,YouTube,1,No,Contenido,cuando esta alegre,Si,No,No,,,
27/11/2018 8:43:24,Mujer,14/7/1998,UPB,Educacion,Solo,"Reggaton, Cumbia, Bachata",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
27/11/2018 8:51:11,Prefiero no decirlo,15/7/1998,Unifranz,Tecnológia,Solo,"Reggaton, Cumbia, Reggae, Electronica",Familiares,A veces,Radio,2,No,Ambos,cuando no tiene nada mas que hacer,No,Sí,No,,,
1/12/2018 12:42:31,Prefiero no decirlo,27/7/1998,Universidad Mayor de San Simón,Ciencias de la tierra,Padre,"Reggaton, Cumbia",Familiares,A veces,Spotify,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:42:57,Mujer,14/7/1998,Univalle,Medicina,Padres,"Pop, Cumbia, Católica/Cristania, otro",Familiares,A veces,Radio,2,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:43:58,Prefiero no decirlo,27/7/1998,Universidad Mayor de San Simón,Ciencias de la producción,Padre,Cumbia,Familiares,A veces,YouTube,5,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:44:00,Prefiero no decirlo,2/7/1998,Universidad Mayor de San Simón,Economía/Administrativas,Padres,"Pop, Reggaton, Cumbia, Bachata, Folklorica, Católica/Cristania, otro",Medios de Comunicacion,Simpre,Deezer,4,Si,Ambos,En cualquier momento,No,Sí,No,,,
1/12/2018 12:45:12,Mujer,2/7/1998,Católica,Economía/Administrativas,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Trap, Kpop, Bachata, Folklorica, Católica/Cristania, otro",Familiares,Simpre,Radio,3,No,Contenido,cuando esta alegre,No,Sí,Si,,,
1/12/2018 12:46:02,Prefiero no decirlo,27/7/1998,Universidad Mayor de San Simón,Ciencias de la producción,Padre,Cumbia,Familiares,A veces,YouTube,5,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:46:06,Mujer,29/7/1998,Univalle,Medicina,Padres,"Pop, Reggaton, Cumbia, Folklorica, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,cuando esta solo,No,A veces,Aveces,,,
1/12/2018 12:46:22,Mujer,24/6/1998,Unifranz,Educacion,Padre,Cumbia,Familiares,A veces,YouTube,5,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:47:21,Prefiero no decirlo,5/8/1998,Escuela militar de Ingenieria,Tecnológia,Padre,"Cumbia, Kpop, Bachata",Familiares,A veces,YouTube,5,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:47:22,Mujer,21/7/1998,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Rock/Punk/Metal, Cumbia, Kpop, Católica/Cristania, otro",Amistades,Simpre,YouTube,3,Si,Ritmo,cuando esta alegre,Si,Sí,Si,,,
1/12/2018 12:48:00,Prefiero no decirlo,5/8/1998,Escuela militar de Ingenieria,Educacion,Padre,Cumbia,Familiares,A veces,YouTube,5,No,Ambos,cuando esta alegre,No,Sí,No,,,
1/12/2018 12:48:16,Mujer,1/7/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Cumbia",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,cuando esta solo,Si,Sí,Si,,,
1/12/2018 12:49:04,Prefiero no decirlo,5/8/1998,Escuela militar de Ingenieria,Quimicas,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia",Medios de Comunicacion,Nunca,Deezer,4,No,Ambos,cuando esta alegre,No,A veces,No,,,
1/12/2018 12:49:27,Hombre,6/5/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Cumbia, Bachata, Folklorica, Católica/Cristania, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,cuando esta alegre,Si,A veces,Aveces,,,
3/12/2018 17:59:49,Hombre,23/9/1994,Universidad Mayor de San Simón,Humanidades,Solo,"Pop, Electronica",Familiares,Simpre,Spotify,1,No,Ritmo,cuando esta alegre,Si,Sí,No,,,
3/12/2018 18:01:20,Hombre,12/9/1996,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Católica/Cristania",Amistades,Simpre,Deezer,1,No,Ambos,cuando esta alegre,No,No,Aveces,,,
3/12/2018 18:02:07,Prefiero no decirlo,23/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Reggae, Electronica, Kpop, otro",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Contenido,cuando esta alegre,Si,No,Aveces,,,
3/12/2018 18:03:11,Mujer,12/9/1995,Simón I. Patiño,Tecnológia,Padres,"Reggaton, otro",Amistades,Nunca,Paginas de internet gratis,1,No,Contenido,cuando esta alegre,Si,No,Aveces,,,
3/12/2018 18:04:19,Mujer,12/8/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Cumbia, Baladas, Reggae, Clasica, Kpop, Bachata, Folklorica, otro",Amistades,A veces,SoundCloud,1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:06:39,Mujer,12/9/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:07:32,Prefiero no decirlo,23/9/1997,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Baladas, Indie, Reggae, Católica/Cristania, otro",Amistades,Simpre,Radio,1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:08:36,Hombre,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Baladas, Indie, Reggae",Amistades,Simpre,Spotify,1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:09:19,Mujer,12/9/1998,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Pop, Baladas, Indie, Reggae, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:10:01,Hombre,12/9/1996,Unifranz,Tecnológia,Padres,"Pop, Indie, Reggae, Electronica, Trap, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,Sí,No,,,
3/12/2018 18:10:36,Mujer,12/9/1997,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Reggaton, Cumbia, Baladas, Indie, Reggae, Bachata, Folklorica",Amistades,Simpre,Radio,1,Si,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
3/12/2018 18:12:05,Mujer,14/8/1997,Universidad Mayor de San Simón,Tecnológia,Madre,"Pop, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,No,No,,,
3/12/2018 18:12:44,Mujer,12/8/1998,Univalle,Medicina,Padre,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Clasica, otro",Amistades,Simpre,SoundCloud,2,Si,Contenido,cuando esta alegre,Si,No,No,,,
3/12/2018 18:13:31,Hombre,12/9/1997,Universidad Mayor de San Simón,Tecnológia,Solo,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Reggae, Electronica, Clasica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,Si,Sí,Si,,,
3/12/2018 18:14:01,Hombre,13/5/1996,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Electronica, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta solo,No,Sí,No,,,
3/12/2018 18:16:39,Mujer,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Bachata, Folklorica, Católica/Cristania",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta triste/deprimido,Si,No,No,,,
3/12/2018 18:17:08,Hombre,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta solo,Si,Sí,Si,,,
3/12/2018 18:20:42,Hombre,8/9/1997,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Reggaton, Cumbia, Baladas, Indie",Medios de Comunicacion,Nunca,Deezer,1,No,Contenido,cuando esta solo,Si,A veces,No,,,
3/12/2018 18:20:44,Mujer,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Baladas, Indie, Reggae, Electronica",Amistades,Simpre,Radio,1,No,Ambos,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
3/12/2018 18:21:40,Mujer,5/12/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Indie, Reggae, Electronica, Trap",Amistades,Simpre,Radio,1,Si,Ambos,En cualquier momento,Si,A veces,Si,,,
3/12/2018 18:22:43,Mujer,12/9/1995,Universidad Mayor de San Simón,Tecnológia,Padres,"Cumbia, Indie, Reggae, Clasica, Trap, Kpop",Amistades,Simpre,Spotify,1,Si,Contenido,cuando esta triste/deprimido,Si,No,Si,,,
3/12/2018 18:24:57,Hombre,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Cumbia, Baladas, Reggae",Amistades,Simpre,Spotify,3,No,Ritmo,cuando esta solo,Si,No,Si,,,
3/12/2018 18:24:59,Hombre,12/9/1998,Universidad Mayor de San Simón,Humanidades,Madre,"Rock/Punk/Metal, Baladas, Indie, Reggae, Trap, Kpop",Amistades,Simpre,SoundCloud,1,No,Ambos,cuando esta alegre,Si,No,Si,,,
3/12/2018 18:25:52,Mujer,4/3/1996,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Indie, Reggae, Electronica, Clasica, Trap, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,En cualquier momento,No,No,No,,,
3/12/2018 18:26:43,Prefiero no decirlo,6/8/1997,Universidad Mayor de San Simón,Ciencias de la tierra,Padres,"Pop, Rock/Punk/Metal, Baladas, Indie, Electronica, Clasica, Kpop, Bachata, Folklorica, Católica/Cristania",Amistades,Simpre,Radio,1,No,Ambos,cuando no tiene nada mas que hacer,Si,No,Aveces,,,
3/12/2018 18:27:44,Mujer,12/9/1996,Univalle,Humanidades,Padres,"Pop, Clasica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ritmo,cuando esta triste/deprimido,Si,Sí,Si,,,
3/12/2018 18:28:22,Hombre,7/5/1998,Universidad Mayor de San Simón,Tecnológia,Madre,"Pop, Reggaton, Cumbia, Baladas, Reggae, Electronica, Trap, Bachata, Folklorica, Católica/Cristania",Familiares,Simpre,Deezer,1,No,Contenido,cuando esta alegre,Si,No,Aveces,,,
3/12/2018 18:29:21,Mujer,12/9/1999,Unifranz,Humanidades,Madre,"Rock/Punk/Metal, Cumbia, Baladas, Indie, Reggae, Electronica, Clasica, Kpop, Bachata, Folklorica",Amistades,Nunca,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,cuando esta alegre,Si,No,No,,,
3/12/2018 18:30:57,Mujer,4/12/1996,UPB,Humanidades,Solo,"Reggaton, Baladas, Indie, Reggae, Electronica",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:31:28,Mujer,6/7/1998,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Rock/Punk/Metal, Reggaton, Baladas, Kpop, Bachata, Folklorica, Católica/Cristania",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,cuando esta triste/deprimido,No,Sí,Si,,,
3/12/2018 18:32:44,Prefiero no decirlo,6/12/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Reggaton, Cumbia, Baladas, Indie, Reggae, Clasica, Trap",Amistades,Simpre,Radio,3,Si,Ambos,cuando no tiene nada mas que hacer,No,A veces,Si,,,
3/12/2018 18:32:46,Mujer,12/9/1996,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Electronica, Clasica, Trap, Kpop, Bachata",Familiares,Nunca,Radio,1,Si,Ambos,cuando esta solo,No,A veces,Si,,,
3/12/2018 18:33:27,Mujer,12/9/1996,Universidad Mayor de San Simón,Humanidades,Madre,"Pop, Baladas, Indie, Reggae, Electronica, Clasica, Trap, Kpop",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,cuando esta solo,No,Sí,No,,,
3/12/2018 18:34:58,Hombre,12/9/1995,Univalle,Medicina,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Trap, Kpop, Bachata, Folklorica",Amistades,Simpre,Paginas de internet gratis,2,Si,Contenido,cuando esta alegre,Si,Sí,Si,,,
3/12/2018 18:35:00,Hombre,23/9/1996,Universidad Mayor de San Simón,Medicina,Madre,"Pop, Rock/Punk/Metal, Cumbia, Indie, Reggae, Electronica, Clasica, Trap, Folklorica",Familiares,Nunca,Radio,4,Si,Ritmo,En cualquier momento,No,Sí,No,,,
3/12/2018 18:36:00,Mujer,12/9/8199,Simón I. Patiño,Medicina,Padres,"Pop, Reggae, Electronica, Clasica",Familiares,A veces,YouTube,1,No,Contenido,cuando esta solo,Si,Sí,Aveces,,,
3/12/2018 18:36:37,Hombre,15/12/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Electronica, Trap",Familiares,Simpre,Paginas de internet gratis,4,Si,Contenido,cuando esta alegre,Si,No,Aveces,,,
3/12/2018 18:37:53,Mujer,12/9/1994,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Rock/Punk/Metal, Baladas, Indie, Reggae, Clasica, Trap",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando esta solo,Si,Sí,Si,,,
3/12/2018 18:38:37,Hombre,3/1/1995,Universidad Mayor de San Simón,Humanidades,Madre,"Rock/Punk/Metal, Reggaton, Indie, Reggae, Clasica, Bachata, Folklorica, Católica/Cristania, otro",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,Si,No,No,,,
3/12/2018 18:42:35,Hombre,12/9/1998,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Reggae, Electronica, Clasica, Kpop, Bachata",Amistades,Simpre,Spotify,1,Si,Ritmo,cuando esta triste/deprimido,No,A veces,Aveces,,,
3/12/2018 18:43:09,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Pop, Reggae, Electronica, Clasica, Trap",Familiares,Nunca,Spotify,1,Si,Ambos,En cualquier momento,Si,Sí,Si,,,
3/12/2018 18:43:59,Hombre,12/9/1998,Univalle,Medicina,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Reggae",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Contenido,En cualquier momento,Si,Sí,Si,,,
3/12/2018 18:44:34,Prefiero no decirlo,9/3/1995,Universidad Mayor de San Simón,Tecnológia,Madre,Rock/Punk/Metal,Amistades,Nunca,Deezer,1,Si,Contenido,cuando esta triste/deprimido,Si,A veces,Aveces,,,
3/12/2018 18:45:23,Hombre,12/9/1996,Universidad Mayor de San Simón,Humanidades,Padre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Trap, Kpop, Folklorica",Amistades,Simpre,Radio,1,No,Ambos,cuando esta triste/deprimido,Si,Sí,Si,,,
3/12/2018 18:45:52,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, Reggaton, Baladas, Indie, Reggae",Familiares,Nunca,Deezer,1,Si,Contenido,cuando esta triste/deprimido,Si,Sí,Si,,,
3/12/2018 18:47:10,Hombre,12/9/1998,Universidad Mayor de San Simón,Medicina,Madre,"Reggaton, Cumbia, Baladas, Indie, Reggae",Familiares,A veces,SoundCloud,2,No,Ambos,cuando esta triste/deprimido,Si,A veces,Si,,,
3/12/2018 18:47:50,Mujer,4/5/1994,Univalle,Medicina,Padre,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie, Reggae, Clasica, Trap, Kpop",Amistades,Simpre,Radio,2,Si,Contenido,cuando no tiene nada mas que hacer,Si,No,Si,,,
3/12/2018 18:49:42,Mujer,12/9/1997,Univalle,Medicina,Padres,"Rock/Punk/Metal, Reggaton, Electronica, Clasica",Medios de Comunicacion,Nunca,Spotify,2,Si,Ritmo,cuando esta triste/deprimido,No,No,Si,,,
3/12/2018 18:50:20,Prefiero no decirlo,12/9/1998,Universidad Mayor de San Simón,Medicina,Solo,"Cumbia, Baladas, Indie, Clasica, Trap, Kpop, Bachata",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta triste/deprimido,Si,No,Si,,,
3/12/2018 18:51:03,Hombre,12/9/1997,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Pop, Indie, Reggae, Electronica",Amistades,Nunca,Radio,2,Si,Ritmo,cuando esta solo,No,Sí,Si,,,
3/12/2018 18:51:36,Mujer,12/9/1998,Universidad Mayor de San Simón,Humanidades,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Indie",Familiares,Simpre,Radio,2,No,Ritmo,cuando esta solo,No,Sí,Si,,,
3/12/2018 18:52:54,Mujer,9/12/1995,Universidad Mayor de San Simón,Medicina,Padres,"Reggaton, Cumbia, Baladas, Indie, Reggae",Amistades,Simpre,Deezer,1,No,Contenido,En cualquier momento,Si,No,No,,,
3/12/2018 18:53:27,Mujer,12/9/1996,Universidad Mayor de San Simón,Medicina,Solo,"Reggaton, Clasica, Trap, Kpop, Bachata, Folklorica, Católica/Cristania",Familiares,Nunca,Spotify,2,No,Contenido,cuando esta alegre,Si,No,Aveces,,,
3/12/2018 18:53:54,Prefiero no decirlo,5/9/1998,Simón I. Patiño,Educacion,Padres,"Pop, Cumbia, Baladas, Indie, Reggae, Electronica",Amistades,A veces,Deezer,2,Si,Ritmo,En cualquier momento,No,Sí,Aveces,,,
3/12/2018 18:55:01,Prefiero no decirlo,14/9/1994,Universidad Mayor de San Simón,Medicina,Solo,"Rock/Punk/Metal, Baladas, Indie, Reggae, Electronica, Clasica",Medios de Comunicacion,Simpre,Spotify,1,Si,Ambos,cuando esta solo,No,A veces,Aveces,,,
3/12/2018 18:55:31,Hombre,9/1/1995,Universidad Mayor de San Simón,Economía/Administrativas,Padres,"Pop, Cumbia, Baladas, Indie, Reggae, Electronica",Amistades,A veces,Spotify,1,No,Contenido,cuando esta solo,No,A veces,Si,,,
3/12/2018 18:57:54,Prefiero no decirlo,18/9/1998,Católica,Economía/Administrativas,Padres,"Rock/Punk/Metal, Baladas, Indie, Trap, Kpop",Amistades,Nunca,Radio,1,No,Ambos,cuando esta solo,No,No,Aveces,,,
3/12/2018 18:58:28,Hombre,17/9/1998,Univalle,Medicina,Padre,"Pop, Reggaton, Cumbia, Baladas, Indie, Reggae, Kpop, Bachata, Folklorica",Familiares,Nunca,Radio,3,Si,Ambos,cuando esta solo,No,Sí,No,,,
